id,articulo,clase
37,Reglamento de convivencia escolar En estos días se han producido diferentes comentarios  unos a favor y otros en contra  en relación a las “Normas del Sistema Educativo Dominicano para la Convivencia Armoniosa en los Centros Educativos Públicos y Privados”  publicadas por el Ministerio de Educación.Es bueno saber de dónde procede esta iniciativa. En la introducción del folleto publicado se dice: “En el caso concreto del Sistema Educativo  el capítulo V de la Ley 136-03 define las garantías fundamentales dirigidas al pleno disfrute del Derecho a la Educación  a fin de fortalecer el rol rector de la Ley General de Educación 66-97 y de sus reglamentos. Como parte de dichas garantías  la práctica de una disciplina escolar positiva y promotora de oportunidades  según plantea  el artículo 48 de la Ley 136-03  constituye la más sólida plataforma para el disfrute de una sana convivencia en los centros educativos  que forme y modele las mejores prácticas de ciudadanía”. El formular y poner en ejercicio este documento es  cie...,no
38,¡Como no recordarte  María T’! María Teresa Lavayen  una joven boliviana que llegó a nuestro país luego de cursar estudios universitarios en Kiev  en la década de los años 80  donde conoció al dominicano Manuel Celestino  que también estudiaba allí y en corto tiempo contrajeron matrimonio en esa misma ciudad. De ese matrimonio nació su primogénito Manuel Emilio.Concluidos sus estudios   deciden venir a la República Dominicana en 1988 para fijar su residencia: al cabo de un tiempo ella es nombrada Cónsul Honoraria del Estado Plurinacional de Bolivia y bajo esa responsabilidad entra en el mundo diplomático  político y social de nuestro país.El trabajo de esta joven era tan activo y efectivo que pese a ser Cónsul Honoraria  el mundo diplomático sentía que Bolivia estaba acreditada en nuestro territorio con una Embajada y una Embajadora Extraordinaria y Plenipotenciaria; de hecho  el cuerpo diplomático y consular y nuestra propia cancillería le trataban como tal. María T’  fue fiel intérprete  a carta cabal  de la po...,no
39,Destituyen al director del hospital Vinicio Calventi El Ministerio de Salud Pública designó un nuevo director en el hospital Vinicio Calventi  de Los Alcarrizos  donde el día anterior el personal de cirugía había realizado un paro de labores denunciando falta de insumos y de condiciones adecuadas para el trabajo.En la dirección del centro fue nombrado Reyson Pavón  médico militar de la Fuerza Aérea Dominicana  quien se desempeñaba como subdirector  en sustitución del doctor Alberto Díaz  quien según trascendió ocupará un nuevo puesto en el nivel central del Ministerio de Salud.Pavón fue posesionado en el cargo por el doctor Ramón Alvarado  recién designado director General de Coordinación de los Servicios Públicos de Atención a la Salud (DGCSS). Hasta ese momento Alvarado era el director del hospital traumatológico Profesor Juan Bosch  de La Vega.Antes de ocupar la dirección de dicho hospital  Díaz formó parte del equipo de la doctora Guzmán Marcelino en el Seguro Nacional de Salud (Senasa). El director saliente reconoció que el hospi...,no
40,Danilo emite decreto que convoca a Pacto Eléctrico El presidente Danilo Medina convocó anoche a todos los sectores institucionales y sociales para discutir  redactar y firmar el pacto nacional para la Reforma del Sector Eléctrico.La disposición está contenida en el decreto 389-14  que fue entregado por el portavoz de la Presidencia  Roberto Rodríguez Marchena  de forma personal a los periodistas que cubren el Palacio Nacional  y establece que los sectores disponen de un período de seis meses a partir del acto de lanzamiento del proceso para completar el documento a firmar.En su párrafo 2 del artículo 1  el decreto destaca que el Pacto Nacional para la Reforma del Sector Eléctrico deberá ser el resultado de un proceso que incluya las fases de consulta  discusión  concreción y firma de compromisos asumidos por el Estado  los actores del sistema del sector eléctrico y demás instancias de la sociedad civil con capacidad para incidir en la mejoría del sistema eléctrico.Agrega que la metodología de conducción del proceso deberá establecer...,no
41,Presidente Cámara de Diputados anuncia eliminación de ‘barrilito’ El presidente de la Cámara de Diputados  Abel Martínez  anunció ayer la eliminación del Fondo de Gestión Social que recibe cada diputado  por un monto de 50 mil pesos mensual (el barrilito). De inmediato la medida fue apoyada por los diputados de todos los partidos.Martínez explicó que esos recursos están consignados en el presupuesto de la entidad y  por lo tanto  los fondos correspondientes a los meses de noviembre y diciembre serán distribuidos a los hospitales y centros de salud reconocidos por su credibilidad  manejo transparente de los recursos asignados y servicio a la población de escasos recursos.El legislador dijo que igual destino tendrán los recursos consignados en el Presupuesto General del Estado de 2015 para el “barrilito”  cuyo monto aproximado es de RD$100 millones. La medida fue apoyada por sus compañeros  Rubén Maldonado  Radhamés González  Ramón Cabrera  Minou Tavares Mirabal y David Collado  este último  junto al presidente Abel Martínez  no hacían uso de esos f...,no
42,Valdez Albizu destaca flujo de inversión extranjera en la RD Entrevista de The Business Year al Gobernador del Banco Central de la República Dominicana (BCRD)  Héctor Valdez Albizu  sobre los sectores que son atractivos para la inversión  la política monetaria  y la Inversión  en la Cumbre de la RD.TBY: La IED de en la República Dominicana ha aumentado de manera exponencial en la última década. ¿Qué factores condujeron a esa expansión y cuáles son los sectores con mayor potencial? Héctor Valdez Albizu: El stock de IED en la última década pasó de $7 684 mil millones en 2004 a $26.5 mil millones a finales de 2013  un aumento de $18.9 mil millones  ó 245.5%  en 10 años. Este importante incremento representa un flujo medio anual de alrededor de $ 2mil millones.Los principales factores que han influido en este aumento de la IED son la estabilidad macroeconómica del país  que se caracteriza por un crecimiento económico sostenido  la baja inflación y la estabilidad relativa del tipo de cambio  y un sistema financiero saludable  líquido  solvente  y ...,no
43,Niega presión en acuerdo judicial El economista Jaime Aristy Escuder negó ayer que el acuerdo logrado con el senador Félix Bautista  a raíz del proceso judicial en su contra por difamación en la Corte del Onceavo Circuito del Condado de Miami-Dade  fuera producto de una presión económica  tras señalar que él incluso  si era necesario  estaba dispuesto a vender todos sus activos para pagar a sus abogados.El economista reaccionó de esa manera tras ser preguntado en torno a las declaraciones de Andrés L. Mateo  quien aseguró que el acuerdo entre Escuder y Bautista se debió a una presión económica.Dijo que Mateo fue sacado de la demanda que interpuso el senador en la ciudad de Miami  gracias a una cuenta que abrió en la que se llegó a recolectar alrededor de tres mil dólares  de personas que aportaban desde 100 pesos en adelante y una que aportó 50 mil pesos.,no
27,De nuevo sobre la verdad Dejemos que resuene en nuestros oídos esta expresión: “Siempre la verdad  en todo la verdad y sólo la verdad”.Si le preguntan ¿qué hemos de decir en la vida? Repitamos: hemos de decir “siempre la verdad  en todo la verdad y sólo la verdad”.Esa es una afi rmación que ha de quedar muy clara en nuestra existencia.Otra cosa es cómo decir la verdad  porque hay maneras de decir la verdad  la verdad cuando se dice llena de ira para herir a los demás  no es la manera de decir la verdad  aunque se diga la verdad.¿Cuándo hay que decir la verdad? La verdad  hay que buscar los momentos propicios; no es lo mismo en una familia decir la verdad cuando se está comiendo y de mala manera  que decirla en un ambiente de diálogo y de conversación.¿Por qué hay que decir siempre la verdad? Porque la verdad nos hace libres y la verdad nos da luz  y para ¿qué hay que decir la verdad? Para que podamos nosotros caminar como debe ser.Por eso el tema de la verdad  es un tema que es de siempre. ¿Qué hemos de dec...,no
28,Antes de buscar petróleo La minería está avanzando en el país y cada vez son más las empresas extranjeras que buscan asociarse con el Estado Dominicano para la explotación de yacimientos  incluso en el lecho marino  área aún no explorada.Un asesor israelí del Ministerio de Energía y Minas  declaró que el próximo año se iniciará la búsqueda de hidrocarburos en el territorio nacional y sus zonas marinas. Si encontramos petróleo de buena calidad  nuestra situación económica podría cambiar radicalmente. También se ha anunciado la aparición de buena veta de oro en la zona de San Juan de la Maguana y etc.  etc. Por tanto ya es tiempo de que  para interesar al inversionista foráneo  el Gobierno haga de conocimiento cuanto antes que el subsuelo pertenece al Estado. Esto lo decimos por al gran desorden que reina en nuestro territorio  con aquello de los títulos de propiedad y los límites parcelarios. Por ejemplo  ante la eventualidad de que zonas con alto potencial de hidrocarburos existentes en la provincia de Azua...,no
29,Congreso puede sanar la Salud Pública El presidente de la Cámara de Diputados  Abel Martínez  toma una decisión aparentemente administrativa que se orienta a corregir en el tiempo una distorsión de las labores legislativas. Se cambia el sentido de la subvención que se otorgaba a los legisladores para temas de asistencia social. Pero no elimina el mal. El virus subsiste.El llamado “barrilito”  como ha sido la “goma”  en las Fuerzas Armadas  no son más que abusos de poder encubiertos. Se asignan recursos en forma de privilegios que tienden a oscurecer la administración de las finanzas públicas.Los niños muertos en el Hospital Robert Reid Cabral pusieron de moda el tema de la asistencia médica. Ahora el barrilito será para hospitales y entidades similares. No es función del Congreso donar dinero a los legisladores para que hagan obras de caridad. Tampoco es misión de los legisladores apuntalar por propia mano el desequilibrio que se vive en la administración de la salud.Los legisladores están para tejer el ropaje legal que...,no
30,Por más y mejor salud  ¡apoyemos a Taty! Los días 3  4 y 5 de octubre quedarán grabados en los anales de lo inaceptable. Y en los de la esperanza  la respuesta dada a la muerte de once ángeles. Fue un misil capaz de producir un tsunami. Se disparó desde Palacio en el sonido de una palabra pronunciada: indignación. Retumbó entre pisos y paredes hasta terminar ensordeciendo  sacudiendo el modelo sanitario. Pocos han calibrado la potencial fecundidad de la explosión.No se trata de que se designara a una nueva ministra; a una mujer cuya conducta ha sido una inquietud que sólo calma la obtención de resultados. En su caso: mejoras en la salud nacional.Tampoco por las oportunidades que se abren a reconocidos galenos y académicos  gremialistas y disciplinados médicos militares para realizar su vocación y reencontrarse con ese anhelado camino hacia el servicio público perdido en incomprensibles marañas.Es porque  pensamos  una nueva visión y cultura pueden ser impuestas en los hospitales y la salud. Es lo que esperamos toda vez que...,no
31,Tiempo para el alma “Teniendo el mismo espíritu de fe  según lo que está escrito: “Creí  por eso hablé”  también nosotros creemos y por eso hablamos”. II Cor. 4: 13¡Cuánto convencimiento en las palabras de Pablo! El apóstol en la Segunda Carta a los Corintios anima a sus compañeros para que no claudiquen ante los acosos y los obstáculos interpuestos en su misión evangelizadora. Lo leo y siento como si me hablara  nos hablara; como si nos dijera: ‘no se queden callados  no sean pasivos’. Si has creído en Jesús como tu salvador  que murió para darte libertad y que resucitó de entre los muertos para llevarte al camino de la vida eterna  entonces ¡no te calles  cuéntale de Él a los demás! Si hablas de la fe y vives la fe  ayudas a abrir la puerta a muchos  a otros  a alguien  aunque sea una sola persona. Esa es nuestra misión  no la mía que escribo todos los días  es también la tuya que en tus lecturas  en tu sed de conocimiento de Dios buscas la salvación de tu alma; es tu misión. No importan las burlas  ...,no
32,La traición La indolencia de la sociedad dominicana frente a la migración haitiana  o mejor dicho “la invasión haitiana”  es nuestra mayor preocupación.  Parece que los intereses foráneos están por encima de los intereses de la nación. No hay consenso en las fuerzas vivas del país  lo que demuestra la falta de identidad de los dominicanos  desde celebrar el Día de la Hispanidad  12 de Octubre  obviando el exterminio de la raza indígena por las huestes extranjeras y reconociendo la avaricia de los aventureros colonizadores como héroes portadores de la civilización  hasta abrir nuestra frontera contaminando nuestra salubridad y valores culturales.  ¿Acaso nacimos en la cuna del dolor  bajo el regazo de la desventura? ¿Es la opresión de las potencias extranjeras nuestro alimento? ¿Bebemos el agua turbia en que se mezclan las lagrimas y la sangre? ¿Defendemos la avaricia que nuestros gobernantes llaman falsamente “el deber”? ¿O es que nuestro inevitable destino es habitar como un extranjero en la p...,no
33,Causas y consecuencias de las crisis Las crisis financieras en estos tiempos aparecen con una magnitud incontrolable y fuerte que superan los efectos de todas las crisis que han ocurrido  esto se debe a que las consecuencias de las mismas son fruto de la simultaneidad con que impactan en el sistema financiero de manera global como resultado de que la información llega a todo el mundo en el mismo instante en que en que se producen los hechos. En virtud del interés que los economistas han mostrado por estudiar y profundizar el fenómeno de las crisis  a veces se creen crisólogos  estos han logrado explicaciones técnicas y llegado a conclusiones teóricas insuperables por ningunos otros profesionales  incluso  quienes han analizado casos de crisis tienen de referente los estudios realizados por economistas  lo que es una demostración del respeto a las investigaciones de la economía y el carácter objetivo y capacidad predictiva de la misma. Por tales razones es que se está absolutamente de acuerdo de que las crisis financier...,no
34,Oportuna mentira comercial Hace unos años visité una tienda con un amigo que quería comprar un reloj de pulsera para regalarlo a una joven con la que sostenía un romance.Tuvimos la mala suerte de que nos atendiera una empleada de rostro poco agraciado  cuerpo desprovisto de curvaturas  y ceño fruncido.Mientras sacaba de un estante los relojes que mi amigo le pedía que le mostrara  mantenía la expresión hosca en el semblante.--Señorita- dijo de pronto el potencial adquiriente- los que como usted y yo no pasamos por los quince años de edad  sino que brincamos de catorce a dieciséis  debemos ser simpáticos.--¿Por qué debemos intentar parecer lo que no somos? Pues así como no puedo esconder mi fealdad  tampoco lograría ocultar mi verdadera personalidad  mi real carácter.Habló con la entonación firme de aquellos que están convencidos de lo que dicen  y sin asomo de vergüenza.--Es cierto que aquellos a quienes Dios no les concedió atractivo físico  y ese es mi caso  no tenemos forma de hacer que la gente no capte e...,no
35,En la diana Primer tiroEl balance de los valores en circulación del Banco Central es el déficit cuasifiscal acumulado  cuyo monto a su vez depende del pago de intereses de los bonos para la capitalización de dicha institución emitidos por el Gobierno. Como el monto de los valores en circulación de hoy representa los déficits acumulados en pasado  la cuantía de los primeros aumentará por lo menos en la cantidad de los segundos. Pero el Banco Central también tiene que asegurar que la flotación del tipo de cambio y de la cantidad de dinero esté alineada con su meta de inflación  y con el grado de liquidez que necesita la economía. Que estos objetivos sean compatibles con la competitividad del tipo de cambio y con la sostenibilidad de la deuda representada por los valores en circulación depende de los ingresos devengados por los bonos de la capitalización. Siempre es necesario tener en cuenta las relaciones básicas y determinantes entre estas variables a la hora de evaluar los déficits fiscal y cua...,no
36,Ejemplos de Abel Martínez Lo que dijo el martes Abel Martínez  el presidente de la Cámara de Diputados  no había repercutido lejos... Por lo menos no se había escuchado en Madrid: que hace cuatro años renunció a los privilegios que le otorgaba el cargo  exoneraciones de vehículos  150 mil pesos y 10 mil dólares mensuales.Lo dijo en el mejor contexto posible  justo cuando anunciaba a sus colegas la eliminación inmediata del llamado fondo de gestión social  conocido como “el barrilito”  que durante una década los benefició con más de 100 millones de pesos al año.El presidente de la Cámara Baja explicó que la totalidad del dinero destinado al “barrilito” ñconsignado también en el presupuesto del año próximoñ  se distribuirá en los hospitales más carenciados en la jurisdicción de cada legislador  y que así lo ha comunicado al presidente Danilo Medina.“Hoy  queridos colegas  diputados y diputadas  no les voy a pedir que entiendan mi decisión sino que me apoyen...”  dijo Martínez al iniciar la sesión del pasado ma...,no
29,TC responde ante ‘sospecha’ Aunque el senador de San Cristóbal  Tommy Galán  dijo que al parecer se cometió un error al asignar en el Presupuesto al Tribunal Superior Electoral (TSE)  fondos que correspondían al Tribunal Constitucional  que ese último organismo hubiese sugerido que lo castigaron debido al fallo 168-13  ha dejado un mal sabor en el público y resalta una situación incómoda y vieja..La declaración del TC pareció una respuesta airada dirigida al Poder Ejecutivo  al emplear la palabra “sospecha”  un término que se consideraría en esos altos niveles de la dirección del Estado como poco apropiada  lo que al parecer dice que no hubo comunicación entre las instituciones y el ministerio de Finanzas.El documento fue una sorpresa por cuanto al TC  integrado por funcionarios de larga experiencia y considerados personas probas  dos de ellos  el presidente  Milton Ray Guevara y el magistrado  Victor Gómez Bergés  fueron miembros del servicio exterior  por lo que conocen el alcance del lenguaje y el valor de ...,no
30,Senador propone ampliar la cobertura para medicamentos El senador por Elías Piña Adriano Sánchez Roa  propuso que el Consejo Nacional de Seguridad Social (CNSS) semestralmente disponga el aumento de los fondos para la compra de los medicamentos  en el sistema de seguro médico del país  según indiquen los ingresos versus los precios de los medicamentos.A través de un proyecto de ley que la Comisión de Seguridad Social  Trabajo y Pensiones  discutió con el presidente del CNSS  Rafael Pérez Modesto  Sánchez Roa  explicó que la pieza tiene tres aspectos fundamentales  primero que los 3 mil pesos anuales de cobertura para medicamentos sean acumulativos; que se pueda adquirir cualquier medicamento y que los tres mil pesos para insumos médicos sean aumentados.Como repuesta  Pérez Modesto aseguró que el CNSS trabaja en la actualización del listado de medicamentos del que pueden ser beneficiados los usuarios y que la cobertura de salud no responde a las necesidades de la población.El senador Manuel Paula  miembro de la comisión.  planteó que las...,no
31,Quique Antún se reúne con la diputada Minou El presidente del Partido Reformista  Federico Antún Batlle (Quique)  y la diputada independiente Minou Tavárez Mirabal  se reunieron para compartir ideas y criterios sobre la ley de partidos políticos que se conoce en el Congreso Nacional.Quique Antún recibió a la legisladora en la sede principal del PRSC  de la avenida Tiradentes  de la Capital  junto al diputado reformista Víctor –Ito– Bisonó  donde también trataron otros temás nacionales.El presidente de los reformistas dijo que se manifestaron de acuerdo de que se apruebe una ley de partidos  “pero concomitantemente con una ley electoral que de alguna manera dé garantía a las diferentes fuerzas democráticas de la nación de un sistema con equidad”.“Estamos luchando por la democracia y el fortalecimiento del sistema de partidos y ese es precisamente el objetivo de la visita a nuestro partido de la diputada Minou Tavárez Mirabal  con la que tenemos una relación personal y familiar”  agregó Antún. Mientras  la legisladora independi...,no
32,Insta a egresados a sumarse a cambios El ministro Administrativo de la Presidencia  José Ramón Peralta  instó a los nuevos profesionales egresados del Instituto Tecnológico del Cibao Oriental (Iteco) a sumarse a la transformación del país que está llevando a cabo el actual Gobierno. Peralta expuso como orador invitado en el acto de graduación de 600 nuevos profesionales que se formaron en el Instituto Tecnológico del Cibao Oriental en Cotuí  provincia Sánchez Ramírez.El funcionario felicitó al centro educativo por su compromiso por mejorar la calidad de la docencia en el país  y animó a los egresados a persistir en su esfuerzo y dedicación en sus nuevas carreras profesionales. “Ustedes han elegido el camino del trabajo duro  de la superación. Y con esta elección se han unido al grupo de mujeres y hombres indispensables para la República Dominicana”  dijo al auditorio. Entre los graduados hay educadores  agrónomos y contables  entre otros.El ministro Administrativo de la Presidencia destacó que el 80 por ciento de los nu...,no
33,Fallece poeta Mariano Lebrón Saviñon Vivió para la poesía. Y murió como poeta  rodeado de amor  legando una obra inmortal. Su entrega al verso y al amor de su familia fueron los primeros motivos de su vida. Sin desdorar su profesión de médico  comprendió desde muy temprano que su presencia en este mundo estaba ligada al enriquecimiento del espíritu. En el mundo cultural se le conoce como “el último sorprendido”. Fue uno de los fundadores de un movimiento renovador de las letras nacionales conocido como “La Poesía Sorprendida”. Y también un hombre lleno de optimismo  con fe en los demás  que inspiró aliento y deseos de vivir por donde caminaba. Muchos poetas dominicanos fueron favorecidos por sus valoraciones y su mano solidaria. Linguista  erudito  supo poner en alto el nombre del país y continuó la labor de prestigio de la Academia Dominicana de la Lengua  en diversas fronteras de la cual fue director por muchos años. Y ha sido el único dominicano merecedor del Premio Internacional “Vasconcelos”  otorgado por el Frent...,no
34,Médicos reclaman incluir dispositivos para los cardíacos La Sociedad Dominicana de Cardiología formulo ayer un llamamiento al Consejo Nacional de la Seguridad Social (CNSS) para que incluya dentro del Plan de Servicios de Salud la cobertura de dispositivos cardíacos  “que representan la única esperanza de vida para pacientes con daños cardíacos en peligro serio de muerte súbita”.La doctora Carmen Encarnación  presidenta de la entidad  dijo que para el médico dominicano es penoso ver morir a pacientes cuyas vidas podrían salvarse si se les coloca un desfibrilador automático implantable o un marcapaso tricameral (resincronizador)  ya que  debido a su costo  impide que el paciente lo adquiera por medios propios y las ARS no los cubren.Explicó que con  frecuen- cia  mandan a las ARS expedientes de pacientes muy documentados donde se explica claramente la necesidad de colocar alguno de esos dispositivos para garantizarles la vida  pero estos llegan con la respuesta negativa  alegando que no están dentro de la cobertura del Plan de Servicios de...,no
35,Legisladores buscarían interpelar a Domínguez Brito Antes de salir para Asia a principios de semana en viaje académico  el procurador general de la República  Francisco Domínguez Brito  dejó un “trompo embollao” con doble punta: de un lado abrió una persecución impiadosa contra el senador Félix Bautista  pero de forma imprevista dejó un flanco abierto que lo conducirá a las barras del Congreso para ser interpelado por un activismo político que viola la Constitución y la ley orgánica del Ministerio Público.Con pruebas documentales  imágenes en video  fotografías y testimonios que lo comprometen en actividades políticas partidarias  la sanción congresual a Domínguez Brito conllevará la acusación de prevaricación por violar el artículo 171 de la Constitución y los numerales 5 y 6 de la Ley Orgánica del Ministerio Público. El procedimiento constitucional será iniciado esta misma semana por iniciativa de casi cien legisladores peledeistas y algunos aliados. El resultado sería la destitución del cargo y la inhabilitación temporal para ejer...,no
