id,articulo,clase
59,Atletas Manoguayabo logran 6 medallas en taekwondo Florida El seleccionado de la Escuela de Taekwondo Superior de Manoguayabo logró una actuación impresionante en la IV Copa All Star International 2014 celebrada el pasado fin de semana en el Centro de Convenciones de Gaylord Palms  en Orlando  Florida. Con el patrocinio de la Fundación Juan Guzmán los alumnos del máster Roberto Sánchez conquistaron cuatro medallas de oro y dos de plata.Los medallistas fueron Saúl Núñez  de 9 años  oro; Miguel Ángel Morel de los Santos  12 años  oro; Juan Carlos Isaac Morel de los Santos  13 años  oro; Sheyla Germán Guerra 17 años  oro; Reynolds Anthony Tapia Cidrian  12 años  plata; y Ariel de Jesús Pichardo  13 años  plata.Los jóvenes de Manoguayabo completaron un grupo de 32 atletas que representaron a varias escuelas del país entre las que se cuentan: Centro Académico de Taekwondo (Cadet)  Centro Integral de Taekwondo  Ramo’s Taekwondo Club (Rotae) y Centro de Entrenamiento Olímpico; las cuales  en conjunto representaron dignamente la bandera tricolor.La...,si
60,Anuncian Clásico Hípico Ángel Contreras Mejía La sexta versión del Clásico Hípico doctor Ángel Contreras Mejía será celebrado el próximo sábado en el hipódromo Quinto Centenario con un sobre premio de más de 300 mil pesos.El anuncio fue hecho por el doctor Ángel Contreras hijo  del Rancho San Antonio  organizador del evento. “Nos complace anunciar al país la celebración de este clasifico  que se ha convertido en una tradición y que está dedicado al prestigioso galeno Ángel Contreras  nuestro padre y un reconocido hípico dominicano”  dijo Angelito.Explicó que una  selección de cinco magníficos dosañeros  competirán en la  quinta carrera del programa del sábado  pactada a 1 400 metros.“El clásico  se correrá en la quinta carrera del cartel de este sábado y puedo adelantar que se trata de una carrera de lujo”  agrego.Resaltó el hecho que en el evento estarán en acción  dos hijos del súper campeón Sicótico. Se trata de Ansiosa (1) y Panelista (4)  que tendrán de frente a los no menos extraordinarios dosañeros Gotita de Miel (2)  C...,si
61,RD anuncia fogueos contra los boricuas La Federación Dominicana de Baloncesto (Fedombal) anunció el miércoles la celebración de dos jornadas de fogueos de sus seleccionados de mayores masculino y femenino ante sus vecinos de Puerto Rico.Los partidos serán realizados en el polideportivo del club Mauricio Báez y servirán de preparación para los Juegos Centroamericanos y del Caribe que se efectuarán en noviembre en el estado de Veracruz  México.Los detalles del intercambio fueron dados a conocer por Rafael Uribe  presidente de la Fedombal  en una rueda de prensa efectuada en el Centro Cultural del club Mauricio Báez  en el sector de Villa Juana.Estuvo acompañado por el gerente general de ambos conjuntos  Raúl Peña; el dirigente de la escuadra masculina José -Boyón- Domínguez; César Pérez Samboy  tesorero de Fedombal y Manny López  coordinadores de los encuentros de fogueos.La primera sección de los fogueos será en la rama femenina y se celebrarán los días 14 y 15 de noviembre  mientras que en los masculinos serán tres y cua...,si
62,Trato de héroe El país ha perdido muchas cosas importantes  incluyendo el reconocimiento a sus grandes hombres  hasta de la historia. Los atletas no escapan a este olvido y “traición moral”  muchas veces de regreso a la patria  tras dejar el “cuero” en duras batallas  no sienten el calor esperado por sus hazañas.El boxeo  un deporte calumniado y tradicionalmente maltratado a pesar de sus grandes aportes  tanto como ningún otro a nivel olímpico y con historia imborrable en el profesionalismo  recibe la puñalada trapera debido a que su dirigencia siempre ha pecado de humilde y contrario a la naturaleza de esta disciplina no pelea por su derechoÖ No obstante  es molestoso ver a otros deportistas con menos méritos recibidos en alfombra roja y con entusiasmo desbordado por las autoridades; que no es nada malo  es incluso correcto  lo desgarrante es ver como ya un campeón mundial de boxeo no es recibido correctamente.El caso particular de Juan Carlos Payano debe tratarse con mucho cuidado  porque el cal...,si
63,Los 12 mejores tiradores en la historia del basket NBA El grado de dificultad para elegir cuales han sido los mejores tiradores en la historia de la NBA es tan alto y elevado como la calidad que tenido ese circuito desde su creación.Tratando de crear algunos parámetros para acercarse lo más posible a la verdad  para esta selección se han tomado en cuenta los canasteros que han encestado al menos 1 000 lances de tres puntos y que además exhiben un acierto de al menos un 40 por ciento en sus intentos detrás del arco.Y este es el resultado:1 - Steve Nash (1 685 triples  42.8 por ciento). Un dos veces Jugador Más Valioso de la liga considerado el mejor encestador por sus altos porcentajes de campo  tiros de tres y tiros libres.2 - Kyle Korver (1 508 triples  42.5 por ciento). Es el dueño de la marca de más partidos seguidos anotando al menos un tiro de tres (123).3 - Wesley Person (1 150 triples  41.8 por ciento). El hermano menor de Chuck Person disputó 11 temporadas y sin mucha bulla se colocó entre los mejores tripleros de la historia.4 ...,si
64,Kobe Bryant: los jugadores están sobrepagados como los dueños Después de una semana de haber comentado en su cuenta de Twitter acerca del nuevo contrato hecho por la NBA con las televisoras  Kobe Bryant explicó acerca del tema una vez terminada la práctica este martes  “los jugadores están sobrepagados y también los dueños. Uno debe de pelear para encontrar su valor en el mercado”.“Escuchen  negocio es negocio”  dijo Kobe. “Creo que la gente se confunde muy fácil en tratar de entender que los jugadores deben de recibir menos dinero de lo que dice el mercado de la NBA  para así ganar un campeonato”  aseveró el veterano jugador.La semana pasada  después de que la NBA anunciará su nuevo y espectacular contrato con las televisoras ESPN y Turner Broadcasting  con un valor de $24 billones de dólares. Bryant no tardó en mandar un tweet sobre el asunto.Kobe Bryant firmó una extensión de contrato por los siguientes dos años con los Lakers por la cantidad de $48.5 millones de dólares.Según fuentes de Ramona Shelburne periodista de ESPN.com  Bryant mante...,si
65,Burris está muy feliz por regresar a Gigantes El infielder  Emmanuel Burris se mostró e optimista con su integración a los Gigantes del Cibao expresando su intención de ayudar al equipo a lograr un campeonato. Burris un veterano de 29 años  pertenece a los Nacionales de Washington  jugó a nivel Triple A en la Liga Internacional. Participo en 116 partidos  agotó 444 turnos  pegó 133 hits  18 dobles  7 triples  6 jonrones  46 remolcadas  48 bases por bolas  41 ponches  22 bases robadas en 32 intentos  con promedio de .300  su porcentaje de embasarse .377Al hablar de su regreso  Burris fue enfático al expresar su felicidad y satisfacción de regresar a los Gigantes.®Estoy realmente feliz de retornar al equipo de los Gigantes  esta es mi segunda casa  luego del 2010 fue un poco difícil para retornar pero siempre quise estar aquí con mi gente  cuando llegas aquí te das cuenta lo especial que es ser parte de este equipo®. Dijo que al llegar al equipo “sentí un gran recibimiento de parte de los muchachos  me hicieron sentir bastante bi...,si
66,AC dedican apertura Dominguito y De Lara Los veteranos periodistas deportivos Domingo Saint-Hilaire y Rubén de Lara Fernández  serán homenajeados por las Águilas Cibaeñas previo al partido del próximo domingo 19 cuando reciban a los Gigantes del Cibao en su primer encuentro en el nido aguilucho.Saint-Hilaire y De Lara por más de 40 años compartieron la producción y conducción del tradicional programa radial “Leña Cibaeña”  una antesala de los juegos  con noticias  entrevistas  numeritos y comentarios directamente desde el Estadio Cibao.“Este domingo las Águilas Cibaeñas como parte del reconocimiento que le haremos a Domingo Saint-Hilaire y a Rubén de Lara  invitamos a ambos realizar el lanzamiento simbólico de la primera bola”  anuncio Quilvio Hernández  presidente del equipo cibaeño durante la rueda de prensa del club.Los comunicadores acompañado de la voz comercial de Virgilio Cepeda  comenzaron el espacio hace 47 años  con la apertura del campeonato de 1967-68  teniendo las Aguilas como presidente del equipo al doctor E...,si
67,Inician Parque Eco-Deportivo Los ministerios de Medio Ambiente y Recursos Naturales y Deportes iniciaron este miércoles la construcción del parque Eco-Deportivo de Caballona  en Santo Domingo Oeste.El ministro de Deportes  doctor Jaime David Fernández Mirabal  informó que el parque constará de instalaciones deportivas  de rutas eco-turísticas  rutas de mountainbike  bicicrós y de deportes extremos  pero al mismo tiempo de áreas de picnics  áreas botánicas y áreas de protección de la biodiversidad.Y estará a la disposición de los municipios Los Alcarrizos  Santo Domingo Oeste  del Distrito Municipal de Caballona y otras comunidades aledañas. “Este es un esfuerzo conjunto y como lo quiere el presidente Danilo Medina  y la idea es que para el próximo año tengamos aquí en Caballona un espacio para toda la familia”  dijo el ministro de Deportes quien celebró así su cumpleaños  algo que ya es su costumbre.Homenaje Con la jornada  el doctor Fernández Mirabal dijo rendir homenaje a su tía María Teresa  quien de no habe...,si
68,Cristóbal Marte presidirá ceremonial El licenciado Cristóbal Marte  destacado dirigente deportivo será el Presidente de Honor del Cuadragésimo Octavo Ceremonial del Pabellón de la Fama  informó ayer la institución.Marte Hoffiz  quien actualmente ocupa la presidencia de la Confederación Norte  Centroamericana y del Caribe (Norceca) de Voleibol y es Primer vicepresidente de la Federación Internacional de Voleibol (FIVB)   presidirá dicho evento en reconocimiento de los relevantes  éxitos obtenidos en el plano dirigencial a nivel nacional e internacional y los logros alcanzados como promotor y director del Proyecto Nacional de Volibol Femenino.El doctor Luis Scheker Ortiz  Presidente del Comité Permanente del Pabellón de la Fama  recordó que el Ceremonial será celebrado el próximo domingo 19  a partir de las 10:00 de la mañana en el auditorio principal del organismo  ubicado en el Centro Olímpico Juan Pablo Duarte. Los atletas a ser exaltados en el próximo ceremonial serán los ex beisbolistas profesionales Moisés Alou y R...,si
69,Perú gana latinoamericano; Castro fue campeona en U-13 La dominicana Esmerlin Castro venció por 3-1 a Beatriz Kimoto  de Brasil  en la división U-13 femenina  llenando de júbilo la Gran Arena del Cibao  tras ganar la medalla de oro de la categoría en la culminación del IX torneo Latinoamericano de Tenis de Mesa para los anfitriones.Castro fue la máxima figura dominicana  terminando invicta y con dos medallas de oro  en un torneo dominado por Perú que se llevó el título de campeón general  tras imponer su fortaleza en la etapa de dobles del certamen. Otros campeones individuales de la justa fueron Lisa Palacios  de Venezuela  que se impuso a Jaury Sánchez  de Puerto Rico  en la final de la U-11.En la rama masculina  Jacobo Vahnish  de Panamá le ganó la final a Carlos Fernández  de Perú y la U-13 masculina  fue ganada por  Rafael Torino (Brasil)  sobre Guillermo Casio de México.La clasificación general por países fue dominada por la delegación peruana  que acumuló mil 220 puntos  a lo largo del certamen que reunió a más de 220 atletas de...,si
70,SJM  Duarte y Naco ganan copa de judo Las representaciones de San Juan de la Maguana  Provincia Duarte y el Club Judo Naco se llevaron los máximos honores de la Copa Internacional Judo celebrada en el salón principal del club Naco.Con un total de 160 puntos  la selección de San Juan de la Maguana ocupó el primer lugar  mientras que la Provincia Duarte logró el segundo puesto  con 136 tantos  y tercero quedó el Club Judo Naco  con 129 puntos.La Provincia Santo Domingo  con 95 puntos  finalizó en la cuarta posición del certamen  que reunió a unos 500 competidores de distintos puntos del país y de Puerto Rico.Los judocas sanjuaneros acumularon 11 medallas de oro  cinco de plata y tres de bronce; la provincia Duarte logró siete preseas doradas  tres de plata y nueve de bronce  mientras que Judo Naco obtuvo ocho de oro  dos de plata y siete de bronce.PremiaciónTras la conclusión del exitoso certamen  se llevó a cabo la premiación  donde las representaciones ganadoras recibieron sus respectivos trofeos. La Copa Internacional ...,si
71,Kansas completa barrida a Baltimore y va a la Serie Mundial por primera vez desde 1985 No son una quimera  son Reales. Tras décadas de desempeñar el papel de hazmerreír de las Grandes Ligas  Kansas City está de nuevo en el Clásico de Otoño.Los Reales dieron otra exhibición de brillantez a la defensiva  oportunismo con el madero y eficiencia del bullpen para vencer el miércoles 2-1 a los Orioles de Baltimore y volver a la Serie Mundial  de la que se habían ausentado desde 1985.James Shields hizo las veces de director de coro  y marcó el compás para que miles de espectadores cantaran. Lorenzo Cain corrió orgulloso por la franja de advertencia  cargando a su hijo recién nacido. El manager Ned Yost prodigó algo pocas veces visto en él  una sonrisa.Con una marcha perfecta en lo que va de la postemporada  los Reales tenían muchos motivos para festejar.“Esto es difícil de explicar”  dijo Cain  cuyos hits cruciales y atrapadas espectaculares permitieron que consiguiera el premio al jugador más valioso de la serie. “Nos hemos enchufado en el momento más oportuno  justo ahora”....,si
59,Ansiosa gana clásico Ángel Contreras Mejía La potranca Ansiosa hizo una gran exhibición y conquistó de punta punta el Sexto Clásico Ángel Contreras Mejía  corrido este sábado en el hipódromo V Centenario  en una tarde donde nadie acertó los 6 ganadores y el pool pagó con 5 y 4.Con 5 arrojó la suma de 47 mil 57 pesos con 75 centavos  mientras que con 4 devolvió mil 568 pesos con 50 centavos.Con Odalís Severino en la silla  Ansiosa  del establo La Aurora  recorrió los 1 400 metros a que estaba pactada la prueba en 1:25:0/5  para llevar a sus propietarios el 60% de los 306 600 pesos que estaban en juego.PREMIACION Luego de la carrera se llevó a cabo una nutrida premiación  que fue encabezada por el presidente de la Comisión Hípica Nacional  Manfred Codik  los doctores Angel y Angelito Contreras y César Prieto  director del Plan Social de la Presidencia de la República.LOS GANADORES En la primera ganó el uno Perla Negra A. En la segunda se impuso el 2 Don Yeso y en la tercera el 6 Delirio Dominicano.Fue la victoria en la cuarta ...,si
60,Licey venderá réplica de anillo de campeón El Club Atlético Licey anunció que ya está a la venta para el público la réplica del anillo de campeón de la temporada 2013-14 de los gloriosos Tigres del Licey.Limitada a mil unidades  la joya está disponible en la tienda del equipo en el Estadio Quisqueya. También por la Internet para residentes en los Estados Unidos de Norteamérica  a través de la página web www.Licey.com.El precio de adquisición del anillo es de RD$3 800.00 (pesos dominicanos) por unidad; con un descuento especial para los abonados a los partidos como local de los campeones nacionales  que solo pagarán RD$3 000.00.Para los adquirientes en los Estados Unidos vía la Internet  el precio es de US$70.00 dólares.,si
